trajectory_id,model,policy,model_run_id,data_file,data_path,num_samples,task_success,task_completion,task_completion_time_s,executed_steps,final_goal_error,initial_goal_error,min_distance_to_obstacle_surface,control_hz,target_control_dt_s,measured_hz,measured_loop_dt_mean_s,measured_loop_dt_p95_s,inference_dt_mean_s,inference_dt_p95_s,control_overrun_ratio,start_xyz,goal_xyz,obstacle_xyz,obstacle_radius,goal_tolerance,reached_goal,timed_out,max_steps,ckpt,action_select,elapsed_time_s,model_type,num_candidates,safety_margin,safety_shield
50,koopman,koopman,0,p2p_koopman_data_000.npz,logs/p2p_rollout_50/npz/p2p_koopman_data_000.npz,6628,True,1.0,82.2875,6583,0.002610889496281743,0.3660160303115845,0.027973923832178116,80.0,0.0125,79.98704087122962,0.012502025191929408,0.012527703490268232,0.003889570910726577,0.0044926823298427135,0.5173312468600522,"[0.18288445472717285, 0.1410951316356659, 0.05118156597018242]","[0.5488585233688354, 0.14660517871379852, 0.050592076033353806]","[0.35718151926994324, 0.16464075446128845, 0.048613738268613815]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_koopman_v1_s30/balanced/koopman_epoch200.pt,mean,82.83132962418573,koopman,1,0.01,False
51,koopman,koopman,1,p2p_koopman_data_001.npz,logs/p2p_rollout_50/npz/p2p_koopman_data_001.npz,6718,True,1.0,83.35,6668,0.007914670743048191,0.3619656562805176,0.059323493391275406,80.0,0.0125,79.97955855792337,0.01250319479165133,0.012535309880819337,0.00405064813663315,0.004735923457273924,0.49768620775645384,"[0.19114583730697632, 0.13770292699337006, 0.0506821945309639]","[0.5530760884284973, 0.14249122142791748, 0.04903988167643547]","[0.34261372685432434, 0.1555899977684021, 0.050576385110616684]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_koopman_v1_s30/balanced/koopman_epoch200.pt,mean,83.68075392789275,koopman,1,0.01,False
52,koopman,koopman,2,p2p_koopman_data_002.npz,logs/p2p_rollout_50/npz/p2p_koopman_data_002.npz,6422,True,1.0,79.6875,6375,0.0026119262911379337,0.3696311116218567,0.048953134566545486,80.0,0.0125,79.99841604345612,0.01250024749811031,0.012535961642418198,0.003949489968499218,0.004600368568089017,0.48783831477507367,"[0.18702806532382965, 0.14718225598335266, 0.047604307532310486]","[0.5566047430038452, 0.15350084006786346, 0.04706352949142456]","[0.3560100793838501, 0.14863468706607819, 0.04980011284351349]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_koopman_v1_s30/balanced/koopman_epoch200.pt,mean,80.11354080440196,koopman,1,0.01,False
53,koopman,koopman,3,p2p_koopman_data_003.npz,logs/p2p_rollout_50/npz/p2p_koopman_data_003.npz,7145,True,1.0,88.7375,7099,0.0030027523171156645,0.3741937279701233,0.04462601616978645,80.0,0.0125,80.04642160504626,0.012492750830687457,0.012516720694072444,0.003866801774788279,0.004615505010309492,0.49223597732158586,"[0.1818612515926361, 0.16227711737155914, 0.050587449222803116]","[0.5559954047203064, 0.15561600029468536, 0.05013611167669296]","[0.37308773398399353, 0.15460290014743805, 0.050390031188726425]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_koopman_v1_s30/balanced/koopman_epoch200.pt,mean,89.19202286102875,koopman,1,0.01,False
54,koopman,koopman,4,p2p_koopman_data_004.npz,logs/p2p_rollout_50/npz/p2p_koopman_data_004.npz,6928,True,1.0,86.3,6904,0.0034850318916141987,0.3799643814563751,0.03731099143624306,80.0,0.0125,80.01695011438356,0.012497352105653968,0.012508172772271649,0.0042020363941472575,0.004818650816086586,0.4824792122226779,"[0.16327962279319763, 0.15407365560531616, 0.04699999839067459]","[0.543053925037384, 0.1421993225812912, 0.048848316073417664]","[0.3740541934967041, 0.15739162266254425, 0.05138653516769409]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_koopman_v1_s30/balanced/koopman_epoch200.pt,mean,86.68288611440637,koopman,1,0.01,False
55,koopman,koopman,5,p2p_koopman_data_005.npz,logs/p2p_rollout_50/npz/p2p_koopman_data_005.npz,6946,True,1.0,86.275,6902,0.0037275704089552164,0.36970415711402893,0.06445567309856415,80.0,0.0125,80.01236537389782,0.012498068208919954,0.012530070201567116,0.0037910522937706134,0.004452697644792031,0.49593713594643485,"[0.17806385457515717, 0.1315627247095108, 0.051497749984264374]","[0.5477336049079895, 0.1359911859035492, 0.04908542335033417]","[0.36696451902389526, 0.14971762895584106, 0.04863699898123741]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_koopman_v1_s30/balanced/koopman_epoch200.pt,mean,86.50990840357485,koopman,1,0.01,False
56,koopman,koopman,6,p2p_koopman_data_006.npz,logs/p2p_rollout_50/npz/p2p_koopman_data_006.npz,7218,True,1.0,89.575,7166,0.0023822186049073935,0.36473584175109863,0.04530001059174538,80.0,0.0125,80.01184964118818,0.012498148767769819,0.012518167395281162,0.004069198136996,0.004595080907944937,0.5382437608215568,"[0.1828724443912506, 0.1460745632648468, 0.04921373352408409]","[0.5471287369728088, 0.1644609272480011, 0.05260759964585304]","[0.34686803817749023, 0.15628574788570404, 0.05087690055370331]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_koopman_v1_s30/balanced/koopman_epoch200.pt,mean,90.10469062232403,koopman,1,0.01,False
57,koopman,koopman,7,p2p_koopman_data_007.npz,logs/p2p_rollout_50/npz/p2p_koopman_data_007.npz,6686,True,1.0,83.0625,6645,0.0033371462486684322,0.38667723536491394,0.046490203589200974,80.0,0.0125,79.98704097907776,0.012502025175072677,0.012517168484975706,0.00395613683833624,0.004756186683756225,0.4708694950455761,"[0.17556379735469818, 0.16038966178894043, 0.05133930593729019]","[0.5620379447937012, 0.14790108799934387, 0.05030032992362976]","[0.35682448744773865, 0.15272635221481323, 0.0487406961619854]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_koopman_v1_s30/balanced/koopman_epoch200.pt,mean,83.53607655055927,koopman,1,0.01,False
58,koopman,koopman,8,p2p_koopman_data_008.npz,logs/p2p_rollout_50/npz/p2p_koopman_data_008.npz,7143,True,1.0,88.9875,7119,0.0022814723197370768,0.3670388460159302,0.05399938300251961,80.0,0.0125,80.0160057897312,0.012497499595616336,0.012512280300451577,0.003944126333457058,0.004655907362032749,0.464944373763026,"[0.17923101782798767, 0.15296529233455658, 0.05119375139474869]","[0.5462576746940613, 0.1556786596775055, 0.04993768036365509]","[0.3600520193576813, 0.1492333561182022, 0.049820058047771454]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_koopman_v1_s30/balanced/koopman_epoch200.pt,mean,89.33033965712328,koopman,1,0.01,False
59,koopman,koopman,9,p2p_koopman_data_009.npz,logs/p2p_rollout_50/npz/p2p_koopman_data_009.npz,6400,True,1.0,79.55,6364,0.0005518963444046676,0.37964123487472534,0.06792744994163513,80.0,0.0125,80.02280629236633,0.012496437532401232,0.012518179431917617,0.004083557895992749,0.0048006737819457496,0.4953249814898623,"[0.17939694225788116, 0.14504815638065338, 0.04973454028367996]","[0.5588738918304443, 0.13411371409893036, 0.04746570065617561]","[0.362209290266037, 0.1591574251651764, 0.04887871444225311]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_koopman_v1_s30/balanced/koopman_epoch200.pt,mean,80.05697663995352,koopman,1,0.01,False
60,koopman,koopman,10,p2p_koopman_data_010.npz,logs/p2p_rollout_50/npz/p2p_koopman_data_010.npz,7072,True,1.0,87.8,7024,0.0023904480040073395,0.37288790941238403,0.03881560638546944,80.0,0.0125,79.97454273707342,0.01250397896350128,0.01253568615332127,0.004083465436628551,0.004593014170939841,0.500125198208325,"[0.17293483018875122, 0.1308707594871521, 0.04993198812007904]","[0.5448262691497803, 0.15795913338661194, 0.052825361490249634]","[0.36328449845314026, 0.15489298105239868, 0.04805191606283188]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_koopman_v1_s30/balanced/koopman_epoch200.pt,mean,88.18436598721469,koopman,1,0.01,False
61,koopman,koopman,11,p2p_koopman_data_011.npz,logs/p2p_rollout_50/npz/p2p_koopman_data_011.npz,6690,True,1.0,83.3,6664,0.00092877889983356,0.36734917759895325,0.049806464463472366,80.0,0.0125,80.00687330930289,0.012498926137683771,0.012528609489123517,0.003856384008790589,0.004344603902272967,0.495991597610204,"[0.18622061610221863, 0.14827804267406464, 0.0531126894056797]","[0.5534920692443848, 0.15473999083042145, 0.049196530133485794]","[0.3647575080394745, 0.15224282443523407, 0.049980271607637405]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_koopman_v1_s30/balanced/koopman_epoch200.pt,mean,83.82242474606072,koopman,1,0.01,False
62,koopman,koopman,12,p2p_koopman_data_012.npz,logs/p2p_rollout_50/npz/p2p_koopman_data_012.npz,6833,True,1.0,84.9125,6793,0.0022174508776515722,0.3587428331375122,0.04797368869185448,80.0,0.0125,80.00300109837205,0.012499531095969706,0.012531320270759537,0.004205233989694926,0.004879932352034275,0.4898996081879113,"[0.17782658338546753, 0.14532384276390076, 0.053605254739522934]","[0.536119282245636, 0.16301652789115906, 0.050485167652368546]","[0.35718071460723877, 0.155293270945549, 0.04979880154132843]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_koopman_v1_s30/balanced/koopman_epoch200.pt,mean,85.21155885652273,koopman,1,0.01,False
63,koopman,koopman,13,p2p_koopman_data_013.npz,logs/p2p_rollout_50/npz/p2p_koopman_data_013.npz,6885,True,1.0,85.4,6832,0.005970208439975977,0.36058664321899414,0.025816258043050766,80.0,0.0125,79.98958316175312,0.012501627842938283,0.012514227508236758,0.004060259265685993,0.004619109190614407,0.5025574406256595,"[0.19102808833122253, 0.19115740060806274, 0.04859235882759094]","[0.5497083067893982, 0.1541379988193512, 0.04947732388973236]","[0.3598525822162628, 0.15105947852134705, 0.050093624740839005]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_koopman_v1_s30/balanced/koopman_epoch200.pt,mean,85.89395091324036,koopman,1,0.01,False
64,koopman,koopman,14,p2p_koopman_data_014.npz,logs/p2p_rollout_50/npz/p2p_koopman_data_014.npz,7019,True,1.0,87.2,6976,0.008012915961444378,0.37391552329063416,0.055155154317617416,80.0,0.0125,80.00500108575699,0.012499218629196751,0.012523006067493167,0.004062127963505699,0.004611150664893737,0.5410639736080729,"[0.18099166452884674, 0.1643252819776535, 0.04762391746044159]","[0.5547969341278076, 0.1552894413471222, 0.04850880429148674]","[0.3551170229911804, 0.15292982757091522, 0.0499856062233448]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_koopman_v1_s30/balanced/koopman_epoch200.pt,mean,87.5488425146729,koopman,1,0.01,False
65,koopman,koopman,15,p2p_koopman_data_015.npz,logs/p2p_rollout_50/npz/p2p_koopman_data_015.npz,6893,True,1.0,85.9125,6873,0.006849617697298527,0.39173439145088196,0.039326924830675125,80.0,0.0125,79.98005262906368,0.012503117554046388,0.012519148051930022,0.003713380631048399,0.004328040907409644,0.49050623143146055,"[0.1753319650888443, 0.16111387312412262, 0.05067729577422142]","[0.5668435096740723, 0.14790314435958862, 0.05066325515508652]","[0.36124902963638306, 0.14548495411872864, 0.04800000041723251]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_koopman_v1_s30/balanced/koopman_epoch200.pt,mean,86.30191470097031,koopman,1,0.01,False
66,koopman,koopman,16,p2p_koopman_data_016.npz,logs/p2p_rollout_50/npz/p2p_koopman_data_016.npz,7224,True,1.0,89.6375,7171,0.004396728239953518,0.37155047059059143,0.042728718370199203,80.0,0.0125,80.02904981326759,0.01249546261430453,0.012510680875444808,0.003960276915078697,0.004554232416785758,0.47402595040802553,"[0.1773201823234558, 0.13581345975399017, 0.048268482089042664]","[0.5480354428291321, 0.16066399216651917, 0.04981861636042595]","[0.35408589243888855, 0.1535729169845581, 0.049932289868593216]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_koopman_v1_s30/balanced/koopman_epoch200.pt,mean,90.05511289595455,koopman,1,0.01,False
67,koopman,koopman,17,p2p_koopman_data_017.npz,logs/p2p_rollout_50/npz/p2p_koopman_data_017.npz,7083,True,1.0,87.8625,7029,0.00444403663277626,0.37843969464302063,0.049153346568346024,80.0,0.0125,79.95896932577459,0.012506414332652638,0.012529996220664596,0.004264006348297181,0.005136256665997152,0.5162679953983328,"[0.18527565896511078, 0.14048391580581665, 0.050100069493055344]","[0.56329745054245, 0.1581020951271057, 0.05249490216374397]","[0.36768633127212524, 0.1493091583251953, 0.04949452355504036]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_koopman_v1_s30/balanced/koopman_epoch200.pt,mean,88.07634016669628,koopman,1,0.01,False
68,koopman,koopman,18,p2p_koopman_data_018.npz,logs/p2p_rollout_50/npz/p2p_koopman_data_018.npz,6732,True,1.0,83.7875,6703,0.001439252169802785,0.370815634727478,0.061441924422979355,80.0,0.0125,79.96454800810284,0.012505541829595155,0.012530410678227518,0.004083758603856654,0.004715304314505001,0.5307024195711394,"[0.18127690255641937, 0.15945762395858765, 0.05109370872378349]","[0.5520731210708618, 0.16247087717056274, 0.04878409951925278]","[0.36036673188209534, 0.14783595502376556, 0.05034846067428589]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_koopman_v1_s30/balanced/koopman_epoch200.pt,mean,84.14000888925663,koopman,1,0.01,False
69,koopman,koopman,19,p2p_koopman_data_019.npz,logs/p2p_rollout_50/npz/p2p_koopman_data_019.npz,7002,True,1.0,87.1125,6969,0.0024303907994180918,0.365298330783844,0.06286726891994476,80.0,0.0125,79.99787610482778,0.012500331867431306,0.012520423117971908,0.004550646818590775,0.005183099518966713,0.4668189909483479,"[0.18278378248214722, 0.159309983253479, 0.04852669686079025]","[0.5473263263702393, 0.13595832884311676, 0.05103570595383644]","[0.36020052433013916, 0.16193515062332153, 0.04982258379459381]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_koopman_v1_s30/balanced/koopman_epoch200.pt,mean,87.3505883999558,koopman,1,0.01,False
70,koopman,koopman,20,p2p_koopman_data_020.npz,logs/p2p_rollout_50/npz/p2p_koopman_data_020.npz,7028,True,1.0,87.3125,6985,0.0016919279005378485,0.3720761239528656,0.06755942106246948,80.0,0.0125,79.99536090140707,0.012500724901191246,0.0125223560241344,0.004133148558570201,0.0048750311705388445,0.4585797173142697,"[0.17479267716407776, 0.1508503258228302, 0.04892214015126228]","[0.5464296936988831, 0.16888970136642456, 0.04999731108546257]","[0.3553284704685211, 0.14043675363063812, 0.051175557076931]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_koopman_v1_s30/balanced/koopman_epoch200.pt,mean,87.84744937127569,koopman,1,0.01,False
71,koopman,koopman,21,p2p_koopman_data_021.npz,logs/p2p_rollout_50/npz/p2p_koopman_data_021.npz,6855,True,1.0,85.0625,6805,0.0045563774183392525,0.3740038275718689,0.028980765491724014,80.0,0.0125,80.01061918493663,0.012498340972572639,0.012516414875468687,0.00412092890515841,0.004830080481637448,0.48819896218033987,"[0.1800462156534195, 0.14625629782676697, 0.05182509496808052]","[0.5530516505241394, 0.17343121767044067, 0.04911790415644646]","[0.3521715998649597, 0.13966801762580872, 0.04927751421928406]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_koopman_v1_s30/balanced/koopman_epoch200.pt,mean,85.33654041804667,koopman,1,0.01,False
72,koopman,koopman,22,p2p_koopman_data_022.npz,logs/p2p_rollout_50/npz/p2p_koopman_data_022.npz,6659,True,1.0,82.6125,6609,0.0037529347464442253,0.3622250258922577,0.04048966243863106,80.0,0.0125,80.04513393895282,0.012492951798452352,0.01252274801724827,0.0037305929233525273,0.004284214862684897,0.4875098228387322,"[0.18663103878498077, 0.14856544137001038, 0.05316896364092827]","[0.5488390326499939, 0.14953769743442535, 0.049795929342508316]","[0.3557935059070587, 0.15659475326538086, 0.05046267807483673]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_koopman_v1_s30/balanced/koopman_epoch200.pt,mean,82.99686130295443,koopman,1,0.01,False
73,koopman,koopman,23,p2p_koopman_data_023.npz,logs/p2p_rollout_50/npz/p2p_koopman_data_023.npz,7137,True,1.0,88.675,7094,0.002472017891705036,0.3692094683647156,0.03321327641606331,80.0,0.0125,80.00320280071631,0.012499499582422299,0.01250959612342558,0.0038812041816084874,0.004459588464125524,0.5202022052566514,"[0.18013204634189606, 0.17765124142169952, 0.04972771182656288]","[0.5486496090888977, 0.15507414937019348, 0.05056589096784592]","[0.34272101521492004, 0.15385852754116058, 0.0502917654812336]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_koopman_v1_s30/balanced/koopman_epoch200.pt,mean,88.97813166911261,koopman,1,0.01,False
74,koopman,koopman,24,p2p_koopman_data_024.npz,logs/p2p_rollout_50/npz/p2p_koopman_data_024.npz,6822,True,1.0,84.625,6770,0.0007175327627919614,0.3695623576641083,0.05147958919405937,80.0,0.0125,80.00313074981995,0.012499510839483623,0.012529356996923162,0.004217330157910061,0.004958446567633494,0.5213438176535155,"[0.18451553583145142, 0.1431267112493515, 0.05121256783604622]","[0.5537678599357605, 0.15813863277435303, 0.04928836226463318]","[0.3681471645832062, 0.14765411615371704, 0.04922705888748169]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_koopman_v1_s30/balanced/koopman_epoch200.pt,mean,85.16921382876113,koopman,1,0.01,False
